scholarship,university_transport,has_laptop,has_consulted_teacher,co_curricular,health_issues,study_hours,study_sessions,on_probation,is_suspended,skills_development_hours,current_gpa,performance_group,social_risk,gpa_improvement,study_time_per_Session,learning_mode_Offline,learning_mode_Online,english_proficiency_Advance,english_proficiency_Basic,english_proficiency_Intermediate,living_arrangement_Bachelor,living_arrangement_Family,attendance_bin_Low,attendance_bin_Medium,attendance_bin_High,income_bin_Low,income_bin_Medium,income_bin_High
1,0,1,0,1,0,7.0,1.0,0,0,5.0,3.76,Excellent,0.14285714285714285,0.44999999999999973,7.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,0,1.0,2.0,0,0,0.0,3.0406118143459917,Poor,4.0,-0.7093881856540083,0.5,0,1,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0,1,6.0,3.0,0,0,3.0,3.7,Good,0.3333333333333333,0.0,2.0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,1,3.0,3.0,0,0,3.0,3.0406118143459917,Poor,0.3333333333333333,-0.4593881856540083,1.0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,0,0,4.0,2.0,1,0,2.0,3.7,Good,1.0,0.0,2.0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,0,1,1,0,0,3.0,2.0,1,1,2.0,3.24,Poor,1.0,0.0,1.5,1,0,0,1,0,1,0,1,0,0,1,0,0
0,1,1,0,0,0,2.5,1.5,1,0,1.0,2.8,Poor,0.8,0.5,1.67,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,0,0,0,0,2.0,1.0,0,0,2.0,3.6,Poor,1.5,-0.27,2.0,1,0,0,0,1,0,1,1,0,0,0,1,0
1,1,1,1,1,0,3.0,2.0,0,0,1.0,3.5,Poor,1.3333333333333333,0.2599999999999998,1.5,1,0,0,0,1,0,1,1,0,0,1,0,0
0,0,0,0,0,0,3.3475298126064734,0.0,0,0,2.0,3.39,Good,0.8961832061068703,-0.2599999999999998,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0
1,0,1,1,1,0,5.0,2.0,0,0,2.0,3.5,Average,0.6,-0.020000000000000018,2.5,1,0,0,0,1,1,0,0,1,0,1,0,0
1,0,1,0,0,0,3.0,1.0,0,0,4.0,2.73,Poor,0.6666666666666666,0.0,3.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,3.0,4.0,0,0,2.0,3.88,Excellent,0.3333333333333333,0.08999999999999986,0.75,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,0,0,0,2.5,2.0,0,0,0.0,3.91,Poor,0.4,-0.04999999999999982,1.25,1,0,0,1,0,1,0,1,0,0,1,0,0
0,1,0,0,1,1,7.0,2.0,0,0,2.0,3.4,Good,0.07142857142857142,0.0,3.5,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,0,0,2.5,3.5,0,0,2.0,3.39,Good,0.4,-0.10000000000000009,0.71,0,1,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,1,0,6.0,2.0,0,0,2.0,3.85,Excellent,0.16666666666666666,0.0,3.0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,1,0,4.0,2.0,1,0,2.0,2.4,Poor,0.25,0.3799999999999999,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,0,0,5.5,3.5,0,0,2.0,3.38,Poor,0.5454545454545454,-0.5100000000000002,1.57,1,0,0,1,0,0,1,1,0,0,0,1,0
1,1,1,1,0,0,2.5,1.0,0,0,3.0,3.93,Good,0.4,0.0,2.5,0,1,0,0,1,0,1,0,0,1,0,1,0
0,1,1,0,0,0,5.0,2.0,0,0,1.0,3.0406118143459917,Poor,0.4,-0.8593881856540082,2.5,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,1,0,0,3.0,3.0,1,0,1.0,3.47,Good,1.0,0.0,1.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,1,0,2.5,2.0,0,0,1.0,3.39,Good,0.8,-0.31000000000000005,1.25,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,1,1,4.5,2.0,0,0,2.0,3.0406118143459917,Poor,0.4444444444444444,-0.4093881856540085,2.25,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,0,0,3.0,2.0,1,0,1.0,3.73,Good,0.6666666666666666,0.0,1.5,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,1,1,1,4.0,4.0,0,0,3.0,3.68,Good,0.5,-0.04999999999999982,1.0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,3.0,2.0,0,0,2.0,3.0406118143459917,Poor,0.3333333333333333,-0.6093881856540082,1.5,0,1,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,4.5,2.0,0,0,2.0,3.39,Good,0.6666666666666666,-0.06000000000000005,2.25,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,1,0,0,4.5,2.0,0,0,2.0,3.39,Average,0.6666666666666666,0.81,2.25,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,1,0,1,4.5,3.5,1,0,5.0,3.5,Poor,0.4444444444444444,1.63,1.29,0,1,1,0,0,1,0,0,0,1,1,0,0
1,1,1,1,1,0,4.0,2.0,0,0,3.0,3.99,Excellent,0.25,0.03000000000000025,2.0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,1,4.0,2.0,0,0,2.0,3.73,Good,0.25,0.04999999999999982,2.0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1,0,5.0,2.0,1,0,2.0,2.3,Poor,1.4,1.9499999999999997,2.5,1,0,0,1,0,1,0,1,0,0,0,1,0
0,1,1,1,1,0,4.0,2.0,0,0,2.0,2.86,Poor,1.0,0.8199999999999998,2.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,0,0,0,0.5,1.0,0,0,1.0,3.67,Poor,4.0,-0.07000000000000028,0.5,1,0,1,0,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,4.5,2.5,0,0,1.0,3.75,Excellent,0.4444444444444444,0.0,1.8,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,0,2.0,3.0,0,0,2.0,3.26,Good,0.5,-0.040000000000000036,0.67,1,0,0,0,1,1,0,0,0,1,0,1,0
1,0,1,1,1,1,5.0,3.0,0,0,3.0,3.45,Good,0.8,-0.27,1.67,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,1,0,4.0,2.0,0,0,2.0,3.39,Good,0.5,0.18000000000000016,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,1,0,1.0,1.0,0,0,0.0,3.65,Average,2.0,0.009999999999999787,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,0,0,1,3.3475298126064734,1.0,0,0,2.0,3.42,Average,1.4936386768447838,0.56,3.35,1,0,1,0,0,0,1,0,0,1,0,1,0
1,1,1,1,0,0,4.0,2.0,0,0,2.0,3.88,Excellent,0.25,0.10000000000000009,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,1,0,5.0,4.0,1,0,2.0,2.76,Poor,1.0,0.09999999999999964,1.25,1,0,0,1,0,1,0,0,0,1,0,1,0
0,1,1,0,1,0,2.0,2.0,0,0,1.0,2.87,Average,1.5,-0.16999999999999993,1.0,1,0,1,0,0,0,1,0,0,1,0,1,0
0,0,1,0,0,0,1.5,1.5,0,0,1.0,2.55,Poor,2.6666666666666665,0.7899999999999998,1.0,1,0,0,0,1,0,1,0,1,0,1,0,0
1,1,1,1,0,0,3.0,3.0,0,0,2.0,3.71,Good,0.6666666666666666,0.56,1.0,0,1,1,0,0,0,1,0,0,1,1,0,0
1,1,1,1,0,0,2.0,2.0,0,0,4.0,3.62,Good,0.5,-0.3799999999999999,1.0,1,0,0,0,1,1,0,0,0,1,0,1,0
0,1,1,0,0,0,3.0,1.0,0,0,3.0,3.58,Good,0.6666666666666666,0.0,3.0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,0,1,1,6.0,2.0,0,0,3.0,3.4,Good,0.3333333333333333,0.0,3.0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,0,1,2.0,1.0,1,0,2.0,2.77,Poor,3.5,0.33000000000000007,2.0,0,1,1,0,0,0,1,0,1,0,1,0,0
1,1,1,0,1,0,6.0,3.0,0,0,1.0,3.91,Excellent,0.16666666666666666,-0.029999999999999805,2.0,0,1,1,0,0,0,1,0,0,1,1,0,0
1,0,1,1,1,1,7.0,1.0,0,0,0.0,2.85,Average,0.07142857142857142,-0.1499999999999999,7.0,1,0,0,0,1,1,0,0,1,0,0,1,0
1,1,1,0,0,1,1.0,1.0,0,0,1.0,3.27,Average,3.0,-0.04999999999999982,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0
1,1,1,1,0,0,2.0,1.0,0,0,2.0,2.8,Average,2.5,0.0,2.0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,1,1,1,0,3.5,2.0,0,0,2.0,3.33,Good,0.8571428571428571,-0.06000000000000005,1.75,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,1.0,1.0,0,0,2.0,3.44,Average,1.0,0.23999999999999977,1.0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,1,0,2.0,3.5,0,0,1.0,2.9,Average,1.0,-0.41000000000000014,0.57,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,1,0,5.5,2.0,1,0,1.0,3.06,Average,0.7272727272727273,0.10000000000000009,2.75,0,1,0,0,1,0,1,0,1,0,1,0,0
1,1,1,0,0,0,3.0,2.0,0,0,2.0,3.68,Good,1.3333333333333333,0.0,1.5,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,1,1,1,0,4.0,2.0,0,0,2.0,3.78,Poor,1.5,0.7311111111111113,2.0,0,1,0,1,0,0,1,0,0,1,1,0,0
1,0,1,0,1,1,4.0,3.0,0,0,3.0,3.68,Good,0.25,-0.18999999999999995,1.33,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,3.0,2.0,0,0,1.0,3.9,Excellent,0.3333333333333333,0.0,1.5,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,1,0,0,0,2.5,2.0,0,0,4.0,2.97,Average,0.8,0.3200000000000003,1.25,0,1,1,0,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,2.0,1.0,0,0,1.0,3.65,Good,1.5,0.3599999999999999,2.0,1,0,0,0,1,1,0,0,0,1,0,1,0
0,1,1,1,1,0,3.5,2.0,0,0,2.0,3.62,Good,0.5714285714285714,0.48,1.75,0,1,0,0,1,0,1,0,0,1,0,1,0
0,0,1,1,0,1,4.5,2.0,1,1,6.0,3.39,Poor,1.5555555555555556,0.2400000000000002,2.25,1,0,0,0,1,0,1,0,1,0,1,0,0
1,1,1,1,0,0,2.0,2.0,0,0,3.0,3.55,Good,1.0,0.08999999999999986,1.0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,0,1,1,0,0,1.5,1.0,0,0,0.0,3.17,Average,2.0,-0.1499999999999999,1.5,0,1,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,0,3.5,1.0,0,0,2.0,3.36,Good,1.1428571428571428,0.1499999999999999,3.5,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0,0,5.5,2.0,0,0,4.0,3.93,Excellent,0.2727272727272727,0.0,2.75,1,0,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,0,0,6.0,2.0,0,0,3.0,3.76,Excellent,0.16666666666666666,-0.18000000000000016,3.0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,1,1,1,0,4.0,4.0,1,0,2.0,2.31,Poor,0.75,-0.56,1.0,0,1,0,0,1,1,0,0,0,1,0,0,1
0,0,1,1,0,0,3.0,3.0,0,0,2.0,3.27,Good,0.6666666666666666,-0.040000000000000036,1.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,1,0,5.0,2.0,0,0,1.0,4.0,Excellent,0.2,0.0,2.5,0,1,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0,1,1.0,1.0,1,0,1.0,2.68,Poor,2.0,0.6000000000000001,1.0,0,1,0,0,1,1,0,0,1,0,0,1,0
0,1,1,1,0,0,6.0,2.0,1,0,2.0,2.64,Poor,0.5,0.020000000000000018,3.0,1,0,0,1,0,0,1,0,1,0,1,0,0
1,1,1,1,1,0,2.0,1.0,0,0,2.0,3.89,Poor,3.5,0.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,1,1,1,0,0,2.0,1.0,1,0,1.0,2.88,Poor,3.5,0.1299999999999999,2.0,1,0,1,0,0,0,1,1,0,0,0,1,0
0,0,1,0,0,0,7.0,2.0,0,0,3.0,3.97,Excellent,0.2857142857142857,-0.029999999999999805,3.5,0,1,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,0,0,3.0,2.0,0,0,2.0,3.57,Good,0.6666666666666666,0.0,1.5,0,1,0,0,1,1,0,0,0,1,1,0,0
1,0,1,1,0,1,2.5,2.0,0,0,0.0,3.41,Good,0.8,0.2200000000000002,1.25,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,7.0,3.5,0,0,3.0,3.9,Excellent,0.21428571428571427,0.2999999999999998,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,0,0,6.0,2.0,1,0,3.0,2.88,Poor,1.0,0.0,3.0,1,0,0,0,1,0,1,0,1,0,0,1,0
1,0,0,1,0,0,3.0,2.0,1,0,2.0,2.74,Poor,2.0,0.0,1.5,1,0,0,1,0,1,0,0,0,1,1,0,0
0,1,0,0,0,0,5.0,3.0,1,0,3.0,2.55,Poor,0.6,1.14,1.67,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,1,0,0,5.0,2.0,0,0,2.0,3.32,Good,0.6,-0.10000000000000009,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,0,5.0,2.0,0,0,2.0,3.08,Average,0.6,-0.020000000000000018,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1.5,2.0,0,0,2.0,3.86,Average,2.0,-0.10000000000000009,0.75,0,1,1,0,0,1,0,0,0,1,0,0,1
1,0,1,1,0,0,3.5,2.0,0,0,1.0,3.29,Poor,0.5714285714285714,0.0,1.75,0,1,0,0,1,1,0,1,0,0,1,0,0
1,1,1,0,0,0,3.0,3.0,0,0,2.0,3.75,Excellent,1.0,0.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,0,1,1,0,0,5.0,2.0,0,0,2.0,3.8,Excellent,0.4,0.13999999999999968,2.5,1,0,0,0,1,1,0,0,0,1,0,1,0
1,0,1,1,0,0,4.5,2.5,0,0,2.0,3.71,Good,0.2222222222222222,-0.16999999999999993,1.8,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,1,0,2.0,2.0,0,0,2.0,3.89,Good,0.5,-0.10999999999999988,1.0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,2.0,2.0,1,1,2.0,2.41,Poor,1.5,0.010000000000000231,1.0,0,1,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,0,1,4.0,2.0,1,0,2.0,2.86,Average,0.75,0.0,2.0,1,0,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,1,1,1.0,1.0,0,0,0.0,3.07,Average,3.0,0.43999999999999995,1.0,0,1,0,0,1,1,0,0,1,0,1,0,0
0,1,1,1,0,1,3.0,2.0,0,0,2.0,3.74,Good,0.3333333333333333,0.26000000000000023,1.5,0,1,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,0,1.5,1.0,0,0,1.0,3.75,Average,2.6666666666666665,0.0,1.5,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,1,0,2.5,2.0,0,0,2.0,3.88,Good,0.4,-0.06000000000000005,1.25,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0,0,2.0,1.0,0,0,2.0,4.0,Good,1.0,0.0,2.0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,1,0,1,2.5,2.0,0,0,1.0,3.63,Average,0.8,0.1299999999999999,1.25,1,0,0,0,1,0,1,0,1,0,0,1,0
1,0,1,0,0,0,3.3475298126064734,1.0,0,0,1.0,1.75,Poor,0.5974554707379135,-0.15999999999999992,3.35,0,1,0,1,0,0,1,0,1,0,0,0,1
1,1,1,0,0,0,2.5,2.5,0,0,1.0,3.85,Good,0.4,0.0,1.0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,1,1,1,0,1.0,1.0,0,0,2.0,2.77,Poor,2.0,0.8,1.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,0,0,2.0,1.0,0,0,3.0,3.51,Good,1.0,0.0,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,1,1,0,0,3.0,2.0,0,0,2.0,3.85,Excellent,0.6666666666666666,0.0,1.5,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,0,0,3.0,3.0,0,0,2.0,4.0,Average,1.6666666666666667,0.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,0,0,4.0,2.0,0,0,1.0,3.21,Good,0.1875,0.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,1,0,3.0,2.0,0,0,2.0,3.65,Good,0.6666666666666666,0.5,1.5,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,1,1,4.0,4.0,1,1,1.0,3.1,Average,0.25,0.0,1.0,1,0,0,1,0,1,0,0,1,0,1,0,0
1,0,1,1,0,0,3.3475298126064734,2.0,0,0,3.0,3.47,Good,0.5974554707379135,0.25,1.67,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,0,0,3.0,2.0,0,0,2.0,3.77,Poor,1.3333333333333333,0.25,1.5,1,0,0,0,1,0,1,1,0,0,1,0,0
1,0,1,1,0,0,2.5,2.0,0,0,1.0,3.32,Good,0.8,0.07999999999999963,1.25,1,0,0,0,1,0,1,0,1,0,0,1,0
0,1,1,0,1,1,5.0,2.5,0,0,4.0,3.95,Excellent,0.0,0.010000000000000231,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,0,1,0,4.5,2.0,0,0,1.0,2.85,Poor,1.5555555555555556,0.3500000000000001,2.25,0,1,0,0,1,0,1,0,1,0,0,1,0
0,1,1,0,0,1,3.0,1.0,0,0,5.0,2.85,Average,1.0,0.20000000000000018,3.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,0,0,0,0,1.0,2.0,0,0,1.0,2.91,Poor,6.0,0.0,0.5,0,1,0,0,1,0,1,0,1,0,1,0,0
1,1,1,0,1,0,7.0,2.0,0,0,1.0,3.48,Good,0.14285714285714285,-0.18999999999999995,3.5,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,0,0,0,5.0,2.0,0,0,2.0,4.0,Excellent,0.4,0.0,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,1,0,7.0,2.0,0,0,1.0,3.92,Good,0.5714285714285714,0.0,3.5,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,1,1,0,0,6.0,2.0,0,0,5.0,3.05,Poor,1.0,0.029999999999999805,3.0,0,1,1,0,0,1,0,0,0,1,1,0,0
0,1,1,0,0,0,7.0,2.0,0,0,2.0,3.69,Good,0.14285714285714285,-0.08000000000000007,3.5,0,1,1,0,0,0,1,0,0,1,1,0,0
0,1,1,1,1,0,2.5,1.0,0,0,1.0,3.7,Good,0.8,-0.18999999999999995,2.5,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,1,0,0,4.0,3.0,1,0,2.0,2.86,Average,0.25,-0.20000000000000018,1.33,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,1,1,1.0,2.0,1,0,3.0,3.01,Poor,4.0,-0.6500000000000004,0.5,0,1,0,0,1,0,1,1,0,0,0,1,0
1,1,1,1,0,0,3.0,1.0,1,0,4.0,2.54,Poor,1.0,0.3900000000000001,3.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,0,0,0,1.0,1.0,0,0,2.0,3.29,Average,1.0,-0.10000000000000009,1.0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,0,1,1,0,0,3.3475298126064734,1.0,0,0,2.0,3.54,Good,0.5974554707379135,-0.23999999999999977,3.35,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,1,1,0,6.0,3.0,0,0,4.0,3.51,Good,0.6666666666666666,0.0,2.0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,1,1,1,0,1,2.0,1.5,0,0,1.0,2.9,Poor,1.0,-0.020000000000000018,1.33,1,0,0,0,1,1,0,1,0,0,1,0,0
0,1,1,1,1,0,5.0,2.0,1,0,2.0,2.45,Poor,0.6,0.3200000000000003,2.5,1,0,1,0,0,1,0,0,0,1,1,0,0
0,0,1,0,0,1,2.0,1.0,0,0,1.0,2.8,Average,1.0,-0.6000000000000001,2.0,1,0,0,0,1,1,0,0,1,0,1,0,0
1,1,1,1,1,1,2.5,2.0,0,0,3.0,3.5,Average,0.4,0.10000000000000009,1.25,1,0,0,0,1,0,1,0,1,0,1,0,0
0,1,1,1,1,0,1.5,1.0,0,0,1.0,3.01,Average,0.6666666666666666,0.41999999999999993,1.5,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,1,1,0,2.5,1.0,0,0,1.0,3.77,Good,1.2,-0.009999999999999787,2.5,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,0,2.0,1.0,0,0,2.0,3.39,Poor,3.5,1.6400000000000001,2.0,0,1,0,1,0,0,1,0,0,1,1,0,0
0,1,1,1,1,1,2.0,1.0,0,0,3.0,3.37,Good,2.0,-0.29000000000000004,2.0,1,0,1,0,0,0,1,0,0,1,0,1,0
0,0,1,0,1,0,1.0,3.0,1,0,3.0,3.12,Average,2.0,-0.3799999999999999,0.33,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,1,0,2.5,1.5,0,0,2.0,3.55,Poor,1.6,-0.040000000000000036,1.67,1,0,0,0,1,0,1,1,0,0,0,1,0
1,0,1,1,0,0,4.0,2.0,0,0,3.0,3.03,Average,0.75,0.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,0,1,2.5,3.5,0,0,1.0,3.9,Good,0.8,-0.040000000000000036,0.71,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,1,0,3.5,2.0,0,0,3.0,3.39,Good,0.5714285714285714,-0.6099999999999999,1.75,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,1,0,0,3.0,2.0,0,0,3.0,3.44,Good,1.3333333333333333,-0.050000000000000266,1.5,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,1,1,0,3.0,2.0,0,0,6.0,3.34,Poor,2.3333333333333335,-0.11000000000000032,1.5,0,1,0,0,1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,2.5,2.0,0,0,2.0,3.5,Good,1.6,-0.08000000000000007,1.25,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,1,1,0,0,4.0,3.0,1,1,1.0,2.61,Poor,0.75,-0.3500000000000001,1.33,0,1,1,0,0,0,1,0,1,0,0,1,0
1,0,1,1,1,0,2.0,1.0,0,0,1.0,3.53,Good,1.0,0.1499999999999999,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,1,1,0,2.0,1.0,0,0,1.0,3.07,Average,1.5,-0.050000000000000266,2.0,1,0,0,0,1,1,0,0,0,1,0,1,0
0,0,1,1,0,0,4.0,2.0,0,0,1.0,3.27,Good,0.25,0.16999999999999993,2.0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,1,1,0,0,0,1.0,2.0,0,0,2.0,3.92,Average,1.0,0.0,0.5,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,1,0,0,0,3.0,3.0,1,0,2.0,2.64,Poor,1.6666666666666667,-0.11999999999999966,1.0,1,0,1,0,0,0,1,0,0,1,1,0,0
1,0,1,1,1,1,1.5,1.0,0,0,1.0,3.78,Poor,4.0,0.2599999999999998,1.5,1,0,0,0,1,1,0,1,0,0,1,0,0
1,0,1,0,1,0,3.5,2.0,0,0,3.0,3.9,Excellent,0.2857142857142857,-0.10000000000000009,1.75,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,0,0,3.5,1.0,0,0,2.0,3.78,Excellent,0.8571428571428571,-0.06000000000000005,3.5,1,0,1,0,0,0,1,0,0,1,1,0,0
0,1,1,0,0,0,1.0,1.0,0,0,2.0,3.46,Poor,6.0,0.020000000000000018,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1
1,1,1,1,1,0,4.0,1.0,0,0,2.0,3.0406118143459917,Poor,0.5,0.06061181434599172,4.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,0,0,3.5,2.0,0,0,3.0,3.39,Poor,1.7142857142857142,-0.040000000000000036,1.75,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,1,0,7.0,3.0,0,0,2.0,3.98,Excellent,0.42857142857142855,0.0,2.33,1,0,1,0,0,1,0,0,0,1,1,0,0
0,1,1,1,1,0,3.0,2.0,1,0,3.0,3.15,Average,0.6666666666666666,0.06999999999999984,1.5,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,1,1,2.0,2.0,0,0,5.0,3.16,Average,1.0,0.06000000000000005,1.0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,1,1,0,0,0,3.5,4.0,1,0,1.0,2.46,Poor,0.2857142857142857,0.08999999999999986,0.88,1,0,0,1,0,0,1,0,0,1,0,1,0
1,0,1,0,1,0,4.0,2.0,0,0,2.0,3.39,Good,0.5,-1.6099999999999999,2.0,1,0,0,0,1,1,0,0,1,0,1,0,0
1,0,1,0,0,0,1.5,2.0,0,0,1.0,3.58,Average,1.3333333333333333,0.0,0.75,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,1,1,4.0,2.0,0,1,4.0,3.47,Good,0.75,0.11000000000000032,2.0,1,0,1,0,0,1,0,0,0,1,0,1,0
0,1,1,1,1,1,3.0,3.0,1,0,2.0,2.19,Poor,1.0,-0.71,1.0,1,0,0,0,1,1,0,0,0,1,0,1,0
0,0,1,1,1,0,4.0,2.0,0,0,1.0,3.25,Good,0.75,-0.06999999999999984,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,0,6.0,2.0,1,0,1.0,3.15,Poor,0.3333333333333333,-0.1499999999999999,3.0,1,0,0,0,1,1,0,1,0,0,1,0,0
0,0,1,0,0,0,4.0,2.0,0,0,6.0,3.78,Excellent,0.75,-0.14000000000000012,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,1,1.0,1.0,1,1,4.0,2.5,Poor,7.0,-0.2999999999999998,1.0,0,1,0,0,1,0,1,0,1,0,1,0,0
1,0,0,1,1,0,4.5,2.0,1,0,2.0,2.9,Average,0.6666666666666666,-0.43000000000000016,2.25,0,1,0,0,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,3.0,2.0,0,0,3.0,3.4,Good,1.0,-0.14000000000000012,1.5,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,0,0,5.0,3.5,0,0,2.0,3.81,Excellent,0.4,0.1499999999999999,1.43,1,0,0,0,1,1,0,0,0,1,1,0,0
